Filme;codec;tamanho;;
/media/DISC05/OsMeusFilmes/Super Size Me (2004)/Super.Size.Me.2004.LiMiTED.DVDRip.XviD-ALLiANCE.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Surviving Christmas (2004)/surviving christmas.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Sweeney Todd The Demon Barber of Fleet Street (2008)/p-st.sample.avi;mpeg4;16M;;
/media/DISC05/OsMeusFilmes/Sweeney Todd The Demon Barber of Fleet Street (2008)/Sweeny.Todd.The.Demon.Barber.Of.Fleet.Street.DVD.SCREENER.XViD-PUKKA-cd2.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/Sweeney Todd The Demon Barber of Fleet Street (2008)/Sweeny.Todd.The.Demon.Barber.Of.Fleet.Street.DVD.SCREENER.XViD-PUKKAcd1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Swinging with the Finkels (2011)/Swinging With The Finkels__WWW.OXE7.COM.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Taxi 4 (2007)/Taxi 4 (2007).avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Tenacious D in The Pick of Destiny (2007)/Tenacious.D-The.Pick.Of.Destiny[2006]DvDrip[Eng]-aXXo.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The 40 Year Old Virgin (2005)/O virgem de 40 anos - dublado 2006.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Adjustment Bureau (2011)/The Adjustment Bureau.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Apocalypse (2007)/The Apocalypse 2007 Dvdrip Xvid-Tfe.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Art of Love (2013)/L'Art.D'aimer__WWW.OXE7.COM.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Back-up Plan (2010)/The Back-up Plan.avi;mpeg4;1,3G;;
/media/DISC05/OsMeusFilmes/The Bad Lieutenant Port of Call - New Orleans (2010)/Bad.Lieutenant.(2009).DVDRip.XviD-MAXSPEED.avi;mpeg4;803M;;
/media/DISC05/OsMeusFilmes/The Beacon (2009)/The.Beacon.2009.DVDRip.XviD-NoGrp.avi;mpeg4;615M;;
/media/DISC05/OsMeusFilmes/The Big Bounce (2004)/The Big Bounce (2004).DVDRip.XviD-NoGrp.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Black Dahlia (2006)/The.Black.Dahlia.2006.DVDRip.XviD-BeStDivX.cd1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Black Dahlia (2006)/The.Black.Dahlia.2006.DVDRip.XviD-BeStDivX.cd2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Bounty Hunter (2010)/The Bounty Hunter CD1__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Bounty Hunter (2010)/The Bounty Hunter CD2__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Brothers Bloom (2009)/The.Brothers.Bloom.LiMiTED.DVDRip.XviD-ARROW CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Brothers Bloom (2009)/The.Brothers.Bloom.LiMiTED.DVDRip.XviD-ARROW CD2.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/The Burning Plain (2009)/The.Burning.Plain.2009.DvDRip-FMteam.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Clinic (2010)/The Clinic__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Dead Zone (1984)/Na Hora da Zona Morta (Legendado).DivX.avi;msmpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Deaths of Ian Stone (2008)/The.Deaths.Of.Ian.Stone.2007.DvDRip.AC3 5.1-FxM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Deep Blue Sea (2011)/The Deep Blue Sea__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Dilemma (2011)/The Dilemma.avi;mpeg4;706M;;
/media/DISC05/OsMeusFilmes/The Eagle (2011)/The Eagle.avi;mpeg4;1,6G;;
/media/DISC05/OsMeusFilmes/The Echo (2009)/3cho.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/The Fighter (2011)/The fighter.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/The Girl Next Door (2008)/Jack.Ketchums.The.Girl.Next.Door.2007.DvDRip.AC3 5.1-FxM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Good Shepherd (2006)/O.Bom.Pastor.2007.DUBLADO.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;1,2G;;
/media/DISC05/OsMeusFilmes/The Greatest Love of All (2006)/O.Maior.Amor.do.Mundo.[Dublado.PtBr][DvdRip.Xvid][sss_sergiao].avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/The Guitar (2008)/The.Guitar.2008.DVDRip.XviD-aAF.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Hangover Part II (2011)/The Hangover 2 (2011) DVDRip XviD-MAXSPEED.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/The Hills Have Eyes II (2007)/O.Retorno.dos.Malditos.TS.Legenda.PT.BR.rmvb;rv40;289M;;
/media/DISC05/OsMeusFilmes/The Hobbit An Unexpected Journey (2012)/The Hobbit__WWW.OXE7.COM.avi;mpeg4;2,4G;;
/media/DISC05/OsMeusFilmes/The Illusionist (2006)/p-ti.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Invisible (2007)/fl-invisible-xvid.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/The Island (2005)/The Island__WWW.PIRATATUGA.NET CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Island (2005)/The Island__WWW.PIRATATUGA.NET CD2.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/The Joneses (2010)/The Joneses__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Karate Dog (2004)/Karate.Dog.Dublado.DVDRip.By_NeoJP.Tetsudau.[wnet.co.il].avi;mpeg4;650M;;
/media/DISC05/OsMeusFilmes/The Karate Kid (1984)/The.Karate.Kid.1984.480p.BRRip.XviD.AC3-joelpastel.avi;mpeg4;2,2G;;
/media/DISC05/OsMeusFilmes/The Killing Jar (2010)/The Killing Jar__WWW.PIRATATUGA.NET.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Kingdom (2007)/O.Reino-iND.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Lake House (2006)/A Casa Do Lago.avi;mpeg4;900M;;
/media/DISC05/OsMeusFilmes/The Last Exorcism (2010)/The Last Exorcism.avi;mpeg4;835M;;
/media/DISC05/OsMeusFilmes/The Last Resort (2009)/TheLastResort.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Letter Writer (2011)/The Letter Writer__WWW.OXE7.COM.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/The Life Aquatic with Steve Zissou (2005)/The Life Aquatic KLAXXON CD1.avi;mpeg4;707M;;
/media/DISC05/OsMeusFilmes/The Life Aquatic with Steve Zissou (2005)/The Life Aquatic KLAXXON CD2.avi;mpeg4;281M;;
/media/DISC05/OsMeusFilmes/The Lincoln Lawyer (2011)/The Lincoln Lawyer.avi;mpeg4;1,9G;;
/media/DISC05/OsMeusFilmes/The Long Weekend (2005)/Quase.Virgem.DUBLADO.2006.DVDRip.XviD.Dual.Audio.[PT.ENG].Mp3.By.Ratolino.Up.By.eScaMOso.DownZ.org.avi;mpeg4;753M;;
/media/DISC05/OsMeusFilmes/The Lovely Bones (2010)/The Lovely Bones__WWW.PIRATATUGA CD1.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Lovely Bones (2010)/The Lovely Bones__WWW.PIRATATUGA CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Mark of Cain (2008)/Operacao Iraque Livre Toda A Verdade Sera Revelada 2007 Dvdrip Dublado Xvid Audio Mp3 By Robertjp.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Marsh (2007)/THE MARSH 2007 (O PANTANO) LEGENDADO BY PREEMOS QUALITY DVDS.avi;mpeg4;824M;;
/media/DISC05/OsMeusFilmes/The Men Who Stare at Goats (2010)/The.Men.Who.Stares.At.Goats.2009.R5.Line.XviD-PrisM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/The Messenger (2010)/The.Messenger.2009.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Midnight Meat Train (2008)/sph-midnightmeat.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Ministers (2009)/The.Ministers.2009.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Nanny Diaries (2008)/The Nanny Diaries__WWW.PIRATATUGA.NET.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/The Next Three Days (2011)/The Next Three Days cd1__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Next Three Days (2011)/The Next Three Days cd2__WWW.OXE7.COM.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/The Nightmare Before Christmas (1994)/Tim.Burton's.The.Nightmare.Before.Christmas.1993.AC3.CD1.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Nightmare Before Christmas (1994)/Tim.Burton's.The.Nightmare.Before.Christmas.1993.AC3.CD2.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Number 23 (2007)/Filme - O.Número.23 - (The.Number.23.EUA.2007) - Legendado.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/The Orphanage (2008)/The.Orphanage.2007.DvDRip.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Other Man (2009)/The.Other.Man.LIMITED.DVDRip.XviD-BLUNTROLA.avi;mpeg4;697M;;
/media/DISC05/OsMeusFilmes/The Other Woman (2010)/Love and Other Impossible Pursuits.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Passion of the Christ (2004)/La.Pasion.De.Cristo.COMPLETA.Spanish.Subtitulos.Integrados.DivX5.2.1.AC3.DVDRiP.SEDG.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/The Phantom of the Opera (2004)/The Phantom Of The Opera.avi;mpeg4;736M;;
/media/DISC05/OsMeusFilmes/The Princess Diaries 2 Royal Engagement (2004)/O diario da princesa 2.mp4;mpeg4;1,6G;;
/media/DISC05/OsMeusFilmes/The Promotion (2009)/The Promotion.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Prophecy II (1998)/Anjos.Rebeldes.2.-.Dublado.Tetsudau.[ShareBrasil].avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Proposal (2009)/The Proposal cd1__WWW.SECTORFILE.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Proposal (2009)/The Proposal cd2__WWW.SECTORFILE.COM.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Reaping (2007)/The_Reaping.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Reeds (2009)/reeds-vh-prod.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Romantics (2010)/The Romantics.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Runaways (2010)/The Runaways__WWW.PIRATATUGA.NET.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/The Secret Diaries of Miss Anne Lister (2010)/The Secret Diaries of Miss Anne Lister_dvdrip.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/The Secret in Their Eyes (2010)/El secreto de sus ojos__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Sisterhood of the Traveling Pants 2 (2008)/The Sisterhood of the Traveling Pants 2 DVD.mkv;mpeg2video;4,3G;;
/media/DISC05/OsMeusFilmes/The Smurfs (2011)/The Smurfs.avi;mpeg4;1,7G;;
/media/DISC05/OsMeusFilmes/The Son of No One (2012)/The Son of No One.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Sorcerer`s Apprentice (2010)/The.Sorcerers.Apprentice.2010.DVDRip.XviD-DiAMOND.cd1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Sorcerer`s Apprentice (2010)/The.Sorcerers.Apprentice.2010.DVDRip.XviD-DiAMOND.cd2.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Sound of Music (1965)/The Sound of Music DVD.mkv;mpeg2video;6,2G;;
/media/DISC05/OsMeusFilmes/The Stepfather (2009)/The.Stepfather.2009.UNRATED.DVDRip.XviD-ARROW.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/The Stranger (2010)/The Stranger.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Taking of Pelham 1 2 3 (2009)/devise-plh123.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/The Tempest (2011)/The Tempest cd1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Tempest (2011)/The Tempest cd2.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/The Thaw (2010)/The Thaw__WWW.PIRATATUGA.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Thief Lord (2006)/O Senhor Dos Ladrões.DUBLADO.2006.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Truth (2010)/The Truth__WWW.DOWN7.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Truth About Love (2006)/FILME - A verdade sobre o amor - Dublado.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Visitor (2008)/arrow-visrerip.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The Way Home (2010)/The Way Home__WWW.DOWN7.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The Weather Man (2005)/O homem do tempo.Divix.Dvd.Rip.dublado.by.tetsudau.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Whistleblower (2011)/The Whistleblower.avi;mpeg4;1,8G;;
/media/DISC05/OsMeusFilmes/The Women (2008)/the women__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/The World Is Not Enough (1999)/007.The.World.Is.Not.Enough.1999.UE.iNTERNAL.DVDRip.XviD-iNCiTE.CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/The World Is Not Enough (1999)/007.The.World.Is.Not.Enough.1999.UE.iNTERNAL.DVDRip.XviD-iNCiTE.CD2.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/The Yellow Handkerchief (2009)/The Yellow Handkerchief_dvdrip.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/The Young Victoria (2009)/The Young Victoria__WWW.PIRATATUGA.NET.avi;mpeg4;1,5G;;
/media/DISC05/OsMeusFilmes/There Will Be Blood (2008)/Sangue.Negro.DVDRip.Legendado.BR.CO2.avi;mpeg4;987M;;
/media/DISC05/OsMeusFilmes/Thir13en Ghosts (2002)/thir13en Ghosts.avi;msmpeg4;669M;;
/media/DISC05/OsMeusFilmes/This Means War (2012)/This Means War__WWW.OXE7.COM.avi;mpeg4;704M;;
/media/DISC05/OsMeusFilmes/Toi, moi, les autres (2011)/Toi Moi Les Autres__WWW.OXE7.COM.avi;mpeg4;705M;;
/media/DISC05/OsMeusFilmes/Tomorrow Never Dies (1997)/007.Tomorrow.Never.Dies.1997.UE.UNCUT.DVDRip.XviD-iNCiTE.CD1.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Tomorrow Never Dies (1997)/007.Tomorrow.Never.Dies.1997.UE.UNCUT.DVDRip.XviD-iNCiTE.CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Transylmania (2009)/Transylmania__WWW.PIRATATUGA.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Tremors II Aftershocks (1996)/Tremors 2 - Aftershocks.avi;msmpeg4;673M;;
/media/DISC05/OsMeusFilmes/Triage (2009)/Triage.2009.DVDRip.XviD-NYDIC.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Turn Me On, Dammit! (2011)/sprinter-tmog2011.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Twilight (2008)/twilight DVD CD1.mkv;mpeg2video;5,2G;;
/media/DISC05/OsMeusFilmes/Twilight (2008)/twilight DVD CD2.mkv;mpeg2video;2,4G;;
/media/DISC05/OsMeusFilmes/Um Funeral à Chuva (2010)/Um Funeral À Chuva CD1.avi;mpeg4;733M;;
/media/DISC05/OsMeusFilmes/Um Funeral à Chuva (2010)/Um Funeral À Chuva CD2.avi;mpeg4;746M;;
/media/DISC05/OsMeusFilmes/Underdog (2007)/Vira-Lata.2008.DUBLADO.DVDRip.XviD.Audio.Mp3.[By Ratolino].avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Unfaithful (2002)/Unfaithful.DVDRip.XviD.CD1-NoGrp.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Unfaithful (2002)/Unfaithful.DVDRip.XviD.CD2-NoGrp.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Unknown (2011)/Unknown.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Unrequited (2010)/Unrequited.2010.R5.XviD-RUBY.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Unthinkable (2010)/Unthinkable__WWW.PIRATATUGA.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Upside Down (2013)/Upside Down__WWW.OXE7.COM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Valentine`s Day (2010)/Valentines Day__WWW.PIRATATUGA.NET CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Valentine`s Day (2010)/Valentines Day__WWW.PIRATATUGA.NET CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Vampire Killers (2009)/Lesbian.Vampire.Killers.DVDRip.XviD-DoNE.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Vamps (2012)/Vamps__WWW.OXE7.COM.avi;mpeg4;1,4G;;
/media/DISC05/OsMeusFilmes/Van Wilder 2 The Rise of Taj (2007)/Filme - Comédia 2006 - O Dono Da Festa 2 - Dublado.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Virtuality (2009)/Virtuality.2009.DVDRip.XviD-VoMiT.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Wake (2009)/Wake.2009.DVDrip.XviD.UNDEAD.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Wanted (2008)/Wanted DVD.mkv;mpeg2video;4,2G;;
/media/DISC05/OsMeusFilmes/War (2007)/ROGUE O ASSASSINO (IMAGEM DE DVD ORIGINAL) LEGENDADO BY PREEMOS QUALITY DVDS.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/War of the Worlds (2005)/War of the Worlds DVD.mkv;mpeg2video;5,7G;;
/media/DISC05/OsMeusFilmes/Wasted on the Young (2011)/Wasted On The Young.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Welcome to the Rileys (2010)/Welcome to the Rileys cd1__WWW.DOWN7.NET.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Welcome to the Rileys (2010)/Welcome to the Rileys cd2__WWW.DOWN7.NET.avi;mpeg4;705M;;
/media/DISC05/OsMeusFilmes/Whatever Works (2010)/Whatever Works__WWW.PIRATATUGA.NET.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/When in Rome (2010)/When in Rome__WWW.PIRATATUGA.NET.avi;mpeg4;699M;;
/media/DISC05/OsMeusFilmes/Where in the World Is Osama Bin Laden (2008)/Where.In.The.World.Is.Osama.Bin.Laden.LiMiTED.DVDRip.XviD-ARROW.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Whip It (2011)/Whip It[2009]DvDrip-aXXo.avi;mpeg4;702M;;
/media/DISC05/OsMeusFilmes/Whiteout (2009)/Whiteout.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Who Is Clark Rockefeller (2010)/Who.Is.Clark.Rockefeller.2010.STV.DVDRip.XviD-Kata.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Wild Target (2010)/Wild Target_dvdrip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Wonderful World (2010)/Wonderful World__dvdrip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Wrong Turn (2004)/[eMulinha.info].Panico.Na.Floresta.2.DUBLADO.2007.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/X-Men The Last Stand (2006)/[emulinha.com].X-Men.3.[O.Confronto.Final].DUBLADO.2006.DVDRip.XviD.Audio.Mp3.By.Ratolino.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmes/Year One (2009)/Year.One.UNRATED.DVDRip.XviD-ARROW.avi;mpeg4;696M;;
/media/DISC05/OsMeusFilmes/You Don`t Know Jack (2010)/You Don't Know Jack dvdrip CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/You Don`t Know Jack (2010)/You Don't Know Jack dvdrip CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/You Don`t Mess with the Zohan (2008)/You.Dont.Mess.With.The.Zohan.2008.DVDRiP.CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/You Don`t Mess with the Zohan (2008)/You.Dont.Mess.With.The.Zohan.2008.DVDRiP.CD2.avi;mpeg4;695M;;
/media/DISC05/OsMeusFilmes/You Only Live Twice (1967)/007.You.Only.Live.Twice.1967.UE.iNTERNAL.DVDRip.XviD-iNCiTE.CD1.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/You Only Live Twice (1967)/007.You.Only.Live.Twice.1967.UE.iNTERNAL.DVDRip.XviD-iNCiTE.CD2.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Young People Fucking (2008)/Young People Fucking__WWW.PIRATATUGA.NET.avi;mpeg4;698M;;
/media/DISC05/OsMeusFilmes/Your Sister`s Sister (2012)/Your Sister's Sister__WWW.OXE7.COM.avi;mpeg4;703M;;
/media/DISC05/OsMeusFilmes/Zeitgeist (2007)/Zeitgeist Final Edition_dvdrip.avi;mpeg4;701M;;
/media/DISC05/OsMeusFilmes/Zodiac (2007)/Zodiac DVD.mkv;mpeg2video;3,8G;;
/media/DISC05/OsMeusFilmesHD/Terminator 3 Rise of the Machines (2003)/The.Terminator.3.2003.BRRip.XviD.AC3-UpPTMSNM.avi;mpeg4;1,8G;;
/media/DISC05/OsMeusFilmesHD/Terminator Salvation (2009)/Terminator.Salvation.2009.480p.DC.BRRip.XviD.AC3-UpPTMSNM.avi;mpeg4;2,2G;;
/media/DISC05/OsMeusFilmesHD/The Invention of Lying (2009)/The.Invention.of.Lying.2009.BDRip.XviD-iMBT.avi;mpeg4;700M;;
/media/DISC05/OsMeusFilmesHD/Wanderlust (2012)/Wanderlust.2012.720p.BRRIP.XVID.AC3-26k.avi;mpeg4;2,5G;;
/media/DISC06/OsMeusFilmes/A Thousand Words (2012)/A Thousand Words__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/Bliss (1997)/Bliss (1997).avi;mpeg4;564M;;
/media/DISC06/OsMeusFilmes/Boxing Helena (1994)/Boxing.Helena[1993]DVDrip--rEACTOr--.avi;mpeg4;702M;;
/media/DISC06/OsMeusFilmes/Dinner for Schmucks (2010)/Dinner for Schmucks CD1.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/Dinner for Schmucks (2010)/Dinner for Schmucks CD2.avi;mpeg4;702M;;
/media/DISC06/OsMeusFilmes/Geek Charming (2011)/Geek Charming__WWW.OXE7.COM.avi;mpeg4;703M;;
/media/DISC06/OsMeusFilmes/Headhunters (2011)/Headhunters.avi;mpeg4;708M;;
/media/DISC06/OsMeusFilmes/La teta i la lluna (1995)/La teta y la Luna.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/Monamour (2006)/Monamour.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/Não Se Preocupe, Nada Vai Dar Certo (2011)/Nao se Preocupe Nada Vai Dar Certo.avi;mpeg4;1,5G;;
/media/DISC06/OsMeusFilmes/Rio Sex Comedy (2011)/Rio Sex Comedy cd1.avi;mpeg4;698M;;
/media/DISC06/OsMeusFilmes/Rio Sex Comedy (2011)/Rio Sex Comedy cd2.avi;mpeg4;696M;;
/media/DISC06/OsMeusFilmes/The First Grader (2011)/The First Grader__WWW.OXE7.COM.avi;mpeg4;700M;;
/media/DISC06/OsMeusFilmes/Uncertainty (2012)/Uncertainty__WWW.OXE7.COM.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/W.E. (2012)/W.E..avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmes/What to Expect When You`re Expecting (2012)/What to Expect When You're Expecting cd1.avi;mpeg4;702M;;
/media/DISC06/OsMeusFilmes/What to Expect When You`re Expecting (2012)/What to Expect When You're Expecting cd2.avi;mpeg4;698M;;
/media/DISC06/OsMeusFilmes/You May Not Kiss the Bride (2011)/You May Not Kiss The Bride__WWW.OXE7.COM.avi;mpeg4;708M;;
/media/DISC06/OsMeusFilmesHD/Captain America The First Avenger (2011)/Captain America The First Avenger 2011 AC3 720p BRRip XViD-RemixHD.avi;mpeg4;2,9G;;
/media/DISC06/OsMeusFilmesHD/R.I.P.D. (2013)/R.I.P.D.2013.HDRip.x264.AC3-FooKas.avi;mpeg4;701M;;
/media/DISC06/OsMeusFilmesHD/The Five-Year Engagement (2012)/The Five-Year Engagement__OXE7.COM.avi;mpeg4;4,0G;;
